"No.","Time","Source","Destination","Protocol","Length","Info"
"19324","86.870603","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19325","86.870817","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","210","60108  >  443 Len=148"
"19326","86.872471","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19327","86.872471","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19328","86.872471","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19329","86.872471","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19330","86.872471","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19331","86.872471","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19332","86.874642","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","211","60108  >  443 Len=149"
"19333","86.874692","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19334","86.874692","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19335","86.874692","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19336","86.874692","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19337","86.874692","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19338","86.874692","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19339","86.874839","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","212","60108  >  443 Len=150"
"19340","86.874875","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","212","60108  >  443 Len=150"
"19341","86.874898","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","212","60108  >  443 Len=150"
"19342","86.874919","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","212","60108  >  443 Len=150"
"19343","86.876808","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19344","86.876808","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19345","86.876808","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19346","86.876808","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19347","86.876808","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19348","86.876808","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19349","86.879067","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","213","60108  >  443 Len=151"
"19350","86.879097","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19351","86.879097","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19352","86.879097","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19353","86.879268","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","214","60108  >  443 Len=152"
"19354","86.879297","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","214","60108  >  443 Len=152"
"19355","86.880268","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19356","86.880268","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19357","86.880268","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19358","86.880268","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19359","86.880456","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","216","60108  >  443 Len=154"
"19360","86.880494","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","216","60108  >  443 Len=154"
"19361","86.880519","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","216","60108  >  443 Len=154"
"19362","86.880547","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","216","60108  >  443 Len=154"
"19363","86.881818","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19364","86.881818","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19365","86.881818","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19366","86.881818","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19367","86.881818","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19368","86.881818","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19369","86.881818","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19370","86.882334","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","218","60108  >  443 Len=156"
"19371","86.882465","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","218","60108  >  443 Len=156"
"19372","86.882589","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","218","60108  >  443 Len=156"
"19373","86.882690","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","218","60108  >  443 Len=156"
"19374","86.884482","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19375","86.884482","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19376","86.884482","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19377","86.884482","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19378","86.884482","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19379","86.885041","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","225","60108  >  443 Len=163"
"19380","86.885192","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","220","60108  >  443 Len=158"
"19381","86.885322","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","220","60108  >  443 Len=158"
"19382","86.885427","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","220","60108  >  443 Len=158"
"19383","86.886383","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19384","86.886383","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19385","86.886383","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19386","86.886383","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19387","86.886383","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19388","86.888300","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19389","86.888300","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19390","86.888300","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19391","86.889174","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19392","86.889174","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19393","86.889174","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19394","86.889174","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19395","86.889174","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19396","86.889174","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19397","86.889663","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","217","60108  >  443 Len=155"
"19398","86.889844","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","219","60108  >  443 Len=157"
"19399","86.889952","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","219","60108  >  443 Len=157"
"19400","86.890053","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","219","60108  >  443 Len=157"
"19401","86.891499","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19402","86.891499","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19403","86.891499","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19404","86.891499","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19405","86.891499","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19406","86.892021","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","219","60108  >  443 Len=157"
"19407","86.893384","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19408","86.893384","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19409","86.893384","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19410","86.893384","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19411","86.893384","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19412","86.895300","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19413","86.895300","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19414","86.895300","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19415","86.895300","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19416","86.895300","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19417","86.895796","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","219","60108  >  443 Len=157"
"19418","86.897244","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19419","86.897244","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19420","86.897244","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19421","86.897244","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19422","86.897244","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19423","86.899131","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19424","86.899131","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19425","86.899131","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19426","86.899131","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19427","86.899131","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19428","86.899131","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19429","86.899635","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","219","60108  >  443 Len=157"
"19430","86.901324","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19431","86.901324","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19432","86.901324","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19433","86.901324","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19434","86.901324","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19435","86.901815","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","221","60108  >  443 Len=159"
"19436","86.901973","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","221","60108  >  443 Len=159"
"19437","86.902095","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","221","60108  >  443 Len=159"
"19438","86.902201","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","221","60108  >  443 Len=159"
"19439","86.903269","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19440","86.903269","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19441","86.903269","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19442","86.903269","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19443","86.903269","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19444","86.903269","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19445","86.905339","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19446","86.905339","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19447","86.905339","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19448","86.905339","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1270","443  >  60108 Len=1208"
"19449","86.905339","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19450","86.905339","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19451","86.905880","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","211","60108  >  443 Len=149"
"19452","86.906084","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","213","60108  >  443 Len=151"
"19453","86.906202","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","213","60108  >  443 Len=151"
"19454","86.906315","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","213","60108  >  443 Len=151"
"19455","86.906425","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","213","60108  >  443 Len=151"
"19456","86.907469","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19457","86.907469","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19458","86.907469","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19459","86.907469","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19460","86.907469","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19461","86.909306","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","104","443  >  60108 Len=42"
"19462","86.909306","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19463","86.909306","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19464","86.909306","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19465","86.910630","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19466","86.910630","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19467","86.910630","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19468","86.910630","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","103","443  >  60108 Len=41"
"19469","86.910630","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19470","86.910630","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19471","86.911113","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","178","60108  >  443 Len=116"
"19472","86.912489","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19473","86.912489","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19474","86.912489","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19475","86.912489","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19476","86.912489","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19477","86.912489","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19478","86.912489","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19479","86.912918","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19480","86.912918","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19481","86.913019","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","173","60108  >  443 Len=111"
"19482","86.915868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19483","86.915868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19484","86.915868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19485","86.915868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19486","86.915868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19487","86.915868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19488","86.915868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19489","86.915868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","95","443  >  60108 Len=33"
"19490","86.915868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19491","86.916363","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","173","60108  >  443 Len=111"
"19492","86.918845","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19493","86.918845","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19494","86.918845","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19495","86.918845","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19496","86.919290","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","143","60108  >  443 Len=81"
"19497","86.920360","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19498","86.920360","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","136","443  >  60108 Len=74"
"19499","86.920360","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19500","86.920360","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19501","86.921564","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19502","86.921564","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19503","86.921564","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19504","86.921564","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19505","86.921564","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19506","86.922074","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","143","60108  >  443 Len=81"
"19507","86.923322","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19508","86.923322","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19509","86.923322","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19510","86.923322","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19511","86.923322","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19512","86.925195","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19513","86.925195","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19514","86.925195","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"19515","86.925195","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","96","443  >  60108 Len=34"
