"No.","Time","Source","Destination","Protocol","Length","Info"
"4023","27.623008","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4024","27.623008","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4025","27.623008","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4026","27.623008","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4027","27.623008","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4028","27.623325","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4029","27.625527","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4030","27.625527","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4031","27.625527","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4032","27.625527","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4033","27.625527","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4034","27.625527","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4035","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4036","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4037","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4038","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4039","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4040","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4041","27.625877","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4042","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4043","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4044","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4045","27.625868","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4046","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4047","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4048","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4049","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4050","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4051","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4052","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4053","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4054","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4055","27.625979","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4056","27.626077","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4057","27.626077","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4058","27.626211","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4059","27.626416","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4060","27.627611","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4061","27.627611","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4062","27.627611","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4063","27.627611","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4064","27.627611","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4065","27.627611","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4066","27.627611","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4067","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4068","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4069","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4070","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4071","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4072","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4073","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4074","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4075","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4076","27.627999","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4077","27.628119","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4078","27.628119","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4079","27.628119","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4080","27.628119","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4081","27.628119","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4082","27.628119","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4083","27.628119","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4084","27.628267","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4085","27.628491","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4086","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4087","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4088","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4089","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4090","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4091","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4092","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4093","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4094","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4095","27.630197","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4096","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4097","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4098","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4099","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4100","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4101","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4102","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4103","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4104","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4105","27.630307","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4106","27.630399","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4107","27.630399","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4108","27.630399","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4109","27.630399","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4110","27.630399","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4111","27.630399","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4112","27.630399","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4113","27.630399","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4114","27.630565","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4115","27.630791","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4116","27.630989","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4117","27.631764","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4118","27.631764","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4119","27.631764","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4120","27.631764","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4121","27.631764","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4122","27.631764","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4123","27.631764","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4124","27.631915","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4125","27.632013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4126","27.632013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4127","27.632013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4128","27.632013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4129","27.632013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4130","27.632013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4131","27.632013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4132","27.632013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4133","27.632013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4134","27.632159","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4135","27.633715","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4136","27.633715","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4137","27.633715","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4138","27.633715","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4139","27.633715","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4140","27.633715","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4141","27.633715","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4142","27.633715","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4143","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4144","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4145","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4146","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4147","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4148","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4149","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4150","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4151","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4152","27.633974","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4153","27.634013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4154","27.634013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4155","27.634013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4156","27.634013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4157","27.634013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4158","27.634013","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4159","27.634084","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4160","27.634155","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4161","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4162","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4163","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4164","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4165","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4166","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4167","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4168","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4169","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4170","27.635590","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4171","27.635627","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4172","27.635627","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4173","27.635627","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4174","27.635751","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4175","27.635841","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4176","27.635841","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4177","27.635841","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4178","27.635841","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4179","27.635841","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4180","27.635841","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4181","27.635841","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4182","27.635939","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4183","27.637083","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4184","27.637083","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4185","27.637083","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4186","27.637083","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4187","27.637358","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4188","27.637358","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4189","27.637358","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4190","27.637358","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4191","27.637358","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4192","27.637358","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4193","27.637358","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4194","27.637474","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4195","27.637794","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4196","27.637794","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4197","27.637794","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4198","27.637794","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4199","27.638050","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4200","27.638158","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4201","27.640529","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4202","27.640529","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4203","27.640529","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4204","27.640778","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4205","27.640778","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4206","27.640778","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4207","27.640778","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4208","27.640778","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4209","27.640778","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4210","27.643031","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4211","27.643031","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4212","27.643031","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4213","27.643176","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
